1,0.16543460714384167
2,0.17662566041314018
3,0.1485163191927698
4,0.24989711861327168
5,0.20674812717630575
6,0.2681691191087132
7,0.1654974019601845
8,0.1852941337225875
9,0.1979957363027925
10,0.22894109923298026
11,0.15576868776372438
12,0.2023419270578834
13,0.1613611794870124
14,0.2639688198150384
15,0.227036340283979
16,0.19319088410797747
17,0.13751382450935654
18,0.2659265471630998
19,0.1725532654741836
20,0.19615860789342346
21,0.19926423759109047
22,0.22704733954558168
23,0.1515582652500681
24,0.17443271212953146
25,0.28395136352003325
26,0.19084008076292247
27,0.24520645706646682
28,0.19891065507974381
29,0.16680647237694443
30,0.15991258920143203
31,0.16192245306448388
32,0.22306374427455236
33,0.20797801949996914
34,0.09292821532669256
35,0.18857507377349925
36,0.226077661857145
37,0.20268893014822223
38,0.10433399780200595
39,0.27488025913562386
40,0.18004573613364017
41,0.1266363923168678
42,0.21389226359384195
43,0.24438680828761572
44,0.18343935997404653
45,0.10895051030333987
46,0.22103694840025043
47,0.10408387990857455
48,0.2328327427841419
49,0.17057937176701643
50,0.20823594262289
51,0.1406152994546496
52,0.259717110754762
53,0.1866806043847528
54,0.18437938593223763
55,0.18564359567954225
56,0.19100949498685363
57,0.16853715012145623
58,0.16341639052903617
59,0.1578656033451583
60,0.16302970758198965
61,0.22692736823780618
62,0.1554295810995328
63,0.18949626506869405
64,0.11271829848004208
65,0.08508189868927003
66,0.2119536597615205
67,0.2580014120629542
68,0.24840603443696727
69,0.19341475542175518
70,0.19499884285461433
71,0.2127097146984756
72,0.1929739394184458
73,0.18387806805852164
74,0.13993988688189576
75,0.18727024810741202
76,0.1630670648666043
77,0.11446119182659947
78,0.18333518976869878
79,0.20594698144663764
80,0.18871352699606742
81,0.1616493396501391
82,0.19681863488143223
83,0.22761987990423135
84,0.17731305361788882
85,0.18090158619345925
86,0.22163313504979648
87,0.23884683221663458
88,0.18776411307928914
89,0.17778252739792785
90,0.1877771746149628
91,0.214820352612454
92,0.09457710571664706
93,0.1290764578032757
94,0.17663497581946427
95,0.17027541500156634
96,0.20894860549929656
97,0.1720145568778363
98,0.18330260937180215
99,0.17921694681513636
